Trajectories
100
,,Edgar Vergara:LASI,,,Edgar Vergara:RASI,,,Edgar Vergara:LPSI,,,Edgar Vergara:RPSI,,,Edgar Vergara:Placa PI1,,,Edgar Vergara:Placa PI2,,,Edgar Vergara:Placa PI3,,,Edgar Vergara:Placa PI4,,,Edgar Vergara:Placa PD1,,,Edgar Vergara:Placa PD2,,,Edgar Vergara:Placa PD3,,,Edgar Vergara:Placa PD4,,,Edgar Vergara:Placa MI1,,,Edgar Vergara:Placa MI2,,,Edgar Vergara:Placa MI3,,,Edgar Vergara:Placa MI4,,,Edgar Vergara:Placa MD1,,,Edgar Vergara:Placa MD2,,,Edgar Vergara:Placa MD3,,,Edgar Vergara:Placa MD4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
54,0,-49.4734,254.882,920.592,174.743,279.025,921.367,35.6776,90.2532,952.614,118.31,97.9908,949.647,,,,,,,,,,,,,,,,,,,,,,,,,-88.4302,179.938,911.917,-106.512,179.072,635.042,-88.4637,147.87,483.07,-109.377,103.917,325.78,224.972,219.017,933.415,245.743,227.267,626.714,231.589,188.569,489.526,254.806,156.149,339.121
55,0,-49.4792,254.959,920.564,174.725,279.085,921.344,35.38,90.2217,952.389,118.262,98.0631,949.591,,,,,,,,,,,,,,,,,,,,,,,,,-88.4327,179.971,911.903,-106.505,179.087,635.046,-88.4688,147.871,483.065,-109.413,103.992,325.773,224.953,219.087,933.399,245.757,227.271,626.735,231.558,188.596,489.504,254.773,156.124,339.114
56,0,-49.5269,255.077,920.513,174.629,279.199,921.291,35.287,90.3453,952.388,118.172,98.1215,949.629,,,,,,,,,,,,,,,,,,,,,,,,,-88.4152,180.048,911.945,-106.564,179.159,635.013,-88.505,147.917,482.966,-109.412,103.972,325.835,224.892,219.197,933.386,245.699,227.323,626.707,231.633,188.606,489.508,254.751,156.149,339.112
57,0,-49.5894,255.15,920.495,174.599,279.277,921.297,35.2808,90.4685,952.338,118.192,98.1531,949.678,,,,,,,,,,,,,,,,,,,,,,,,,-88.5666,180.117,911.88,-106.558,179.138,634.96,-88.6098,147.898,483.1,-109.467,103.959,325.793,224.829,219.304,933.401,245.671,227.358,626.697,231.562,188.693,489.544,254.747,156.166,339.166
58,0,-49.6396,255.264,920.505,174.561,279.37,921.269,35.2616,90.5184,952.374,118.218,98.2224,949.734,,,,,,,,,,,,,,,,,,,,,,,,,-88.5155,180.182,911.992,-106.552,179.148,634.966,-88.4261,147.949,483.188,-109.439,103.967,325.804,224.756,219.44,933.323,245.58,227.435,626.721,231.549,188.738,489.55,254.689,156.254,339.201
59,0,-49.687,255.397,920.502,174.481,279.479,921.217,35.2231,90.6369,952.33,118.155,98.3131,949.698,,,,,,,,,,,,,,,,,,,,,,,,,-88.6908,180.255,911.78,-106.61,179.121,634.979,-88.4844,147.914,483.222,-109.412,103.974,325.838,224.748,219.548,933.371,245.512,227.5,626.725,231.461,188.837,489.554,254.622,156.244,339.171
60,0,-49.7244,255.491,920.48,174.429,279.565,921.206,35.1023,90.7655,952.35,118.153,98.3609,949.714,,,,,,,,,,,,,,,,,,,,,,,,,-88.5165,180.332,911.95,-106.548,179.161,634.966,-88.44,148.006,483.251,-109.406,103.976,325.837,224.779,219.587,933.261,245.427,227.571,626.69,231.469,188.868,489.542,254.632,156.311,339.185
61,0,-49.7364,255.611,920.481,174.365,279.654,921.149,35.024,90.8332,952.391,118.136,98.4934,949.68,,,,,,,,,,,,,,,,,,,,,,,,,-88.7783,180.377,911.761,-106.613,179.241,634.926,-88.5317,148.055,483.098,-109.461,103.972,325.781,224.732,219.699,933.231,245.417,227.592,626.696,231.387,188.923,489.547,254.634,156.325,339.197
62,0,-49.7307,255.656,920.443,174.344,279.762,921.156,35.0368,90.9001,952.376,118.169,98.5386,949.718,,,,,,,,,,,,,,,,,,,,,,,,,-89.065,180.497,911.523,-106.611,179.265,634.92,-88.5131,148.069,483.118,-109.495,103.961,325.763,224.73,219.754,933.18,245.367,227.685,626.686,231.386,188.96,489.525,254.553,156.406,339.117
63,0,-49.7614,255.755,920.409,174.275,279.866,921.081,34.914,90.9886,952.318,118.147,98.6684,949.713,,,,,,,,,,,,,,,,,,,,,,,,,-89.0827,180.554,911.458,-106.603,179.287,634.92,-88.5897,148.131,483.12,-109.43,103.99,325.808,224.79,219.87,933.169,245.372,227.716,626.691,231.392,189.059,489.473,254.588,156.404,339.085
64,0,-49.8213,255.852,920.364,174.24,279.959,921.044,34.7627,90.9787,952.193,118.138,98.7022,949.719,,,,,,,,,,,,,,,,,,,,,,,,,-89.0932,180.599,911.501,-106.66,179.345,634.943,-88.6096,148.189,483.038,-109.418,103.996,325.828,224.728,219.959,933.135,245.357,227.739,626.681,231.424,189.097,489.555,254.576,156.429,339.097
65,0,-49.8689,255.937,920.342,174.106,280.083,921.019,34.6608,91.0146,952.092,118.117,98.8128,949.679,,,,,,,,,,,,,,,,,,,,,,,,,-88.8065,180.669,911.637,-106.64,179.419,634.957,-88.614,148.205,483.032,-109.467,103.987,325.789,224.687,220.069,933.087,245.307,227.79,626.651,231.306,189.223,489.555,254.578,156.45,339.073
66,0,-49.8614,255.968,920.342,174.11,280.146,920.999,34.8702,91.1152,952.166,118.109,98.8505,949.706,,,,,,,,,,,,,,,,,,,,,,,,,-88.8734,180.726,911.645,-106.566,179.452,634.895,-88.6507,148.256,483.073,-109.461,103.995,325.788,224.724,220.135,933.123,245.351,227.857,626.665,231.4,189.233,489.567,254.559,156.505,339.009
67,0,-49.8906,256.033,920.309,174.106,280.23,921.003,34.8155,91.1653,952.147,118.158,98.9331,949.718,,,,,,,,,,,,,,,,,,,,,,,,,-88.8041,180.768,911.659,-106.697,179.506,634.968,-88.677,148.269,483.046,-109.412,104.093,325.836,224.687,220.238,933.095,245.284,227.93,626.674,231.385,189.277,489.568,254.561,156.518,339.007
68,0,-49.8763,256.164,920.298,174.055,280.288,920.934,34.7465,91.1626,952.05,118.099,99.0154,949.689,,,,,,,,,,,,,,,,,,,,,,,,,-88.3832,180.784,911.959,-106.636,179.566,634.947,-88.6328,148.325,483.002,-109.409,104.137,325.885,224.621,220.327,933.014,245.289,227.938,626.667,231.306,189.337,489.554,254.525,156.563,338.962
69,0,-49.8825,256.182,920.293,174.099,280.372,920.978,34.7333,91.1977,952.017,118.104,99.055,949.7,,,,,,,,,,,,,,,,,,,,,,,,,-88.4875,180.883,911.934,-106.689,179.636,634.972,-88.6296,148.422,483.138,-109.399,104.148,325.893,224.6,220.422,933.157,245.273,227.96,626.662,231.365,189.327,489.523,254.502,156.579,338.974
70,0,-49.8566,256.297,920.341,174.078,280.447,920.953,34.7777,91.2231,952.08,118.09,99.1639,949.641,,,,,,,,,,,,,,,,,,,,,,,,,-88.4915,180.991,911.808,-106.64,179.719,634.883,-88.7042,148.462,483.001,-109.319,104.196,325.899,224.613,220.521,933.129,245.298,227.98,626.581,231.268,189.423,489.506,254.578,156.634,338.946
71,0,-49.8763,256.342,920.351,174.02,280.526,920.928,34.7707,91.2731,951.984,118.099,99.1815,949.616,,,,,,,,,,,,,,,,,,,,,,,,,-88.6439,181.085,911.726,-106.637,179.772,634.933,-88.6654,148.515,483.116,-109.425,104.181,325.805,224.574,220.568,933.083,245.265,227.997,626.621,231.324,189.391,489.494,254.586,156.652,338.932
72,0,-49.8676,256.359,920.303,174.052,280.579,920.93,34.7524,91.2803,951.96,118.036,99.2635,949.581,,,,,,,,,,,,,,,,,,,,,,,,,-88.6655,181.176,911.623,-106.675,179.853,634.969,-88.731,148.489,482.973,-109.367,104.234,325.785,224.542,220.633,933.092,245.285,227.989,626.577,231.212,189.511,489.514,254.59,156.658,338.946
73,0,-49.8869,256.456,920.31,174.068,280.619,920.946,34.7465,91.3448,952.001,118.039,99.2817,949.576,,,,,,,,,,,,,,,,,,,,,,,,,-88.7644,181.292,911.544,-106.628,179.94,634.991,-88.6772,148.614,483.074,-109.324,104.291,325.888,224.58,220.669,933.055,245.27,228.024,626.609,231.299,189.518,489.486,254.565,156.696,338.884
74,0,-49.8881,256.493,920.341,174.063,280.665,920.947,34.7494,91.3717,952.004,117.983,99.3578,949.539,,,,,,,,,,,,,,,,,,,,,,,,,-88.843,181.351,911.457,-106.697,180.018,634.946,-88.6399,148.654,483.047,-109.317,104.312,325.884,224.569,220.712,933.07,245.271,228.014,626.607,231.393,189.45,489.521,254.637,156.766,338.84
75,0,-49.8668,256.563,920.327,174.093,280.732,920.909,34.6084,91.4063,951.917,118.017,99.3995,949.55,,,,,,,,,,,,,,,,,,,,,,,,,-88.754,181.414,911.461,-106.622,180.081,634.937,-88.6847,148.717,483.082,-109.25,104.366,325.863,224.502,220.776,933.052,245.2,228.056,626.59,231.337,189.525,489.474,254.643,156.769,338.863
76,0,-49.8762,256.572,920.327,174.097,280.757,920.906,34.7441,91.4727,951.982,118.027,99.4211,949.536,,,,,,,,,,,,,,,,,,,,,,,,,-88.8515,181.494,911.396,-106.687,180.173,635.007,-88.7051,148.762,483.116,-109.314,104.359,325.865,224.536,220.799,933.104,245.209,228.048,626.572,231.309,189.601,489.469,254.758,156.82,338.848
77,0,-49.8692,256.587,920.32,174.059,280.82,920.903,34.7875,91.5299,952.03,118.028,99.4489,949.536,,,,,,,,,,,,,,,,,,,,,,,,,-88.7668,181.549,911.398,-106.685,180.226,634.942,-88.5903,148.805,483.148,-109.21,104.408,325.882,224.527,220.8,933.106,245.16,228.029,626.557,231.373,189.531,489.445,254.703,156.851,338.829
78,0,-49.882,256.708,920.302,174.111,280.861,920.918,34.5584,91.5249,951.863,117.989,99.5256,949.49,,,,,,,,,,,,,,,,,,,,,,,,,-88.7854,181.589,911.366,-106.746,180.284,634.959,-88.6258,148.833,483.054,-109.383,104.417,325.875,224.569,220.81,933.106,245.167,228.013,626.554,231.41,189.523,489.439,254.718,156.82,338.868
79,0,-49.813,256.779,920.265,174.134,280.901,920.892,34.5759,91.5879,951.94,118.042,99.5774,949.56,,,,,,,,,,,,,,,,,,,,,,,,,-88.8897,181.722,911.22,-106.692,180.328,634.941,-88.6372,148.836,483.045,-109.255,104.474,325.907,224.581,220.862,933.119,245.235,227.981,626.568,231.36,189.485,489.461,254.697,156.833,338.821
80,0,-49.8221,256.863,920.31,174.125,280.942,920.864,34.6408,91.5901,951.942,118.035,99.6133,949.592,,,,,,,,,,,,,,,,,,,,,,,,,-88.8047,181.794,911.331,-106.686,180.343,634.941,-88.6382,148.837,483.044,-109.196,104.499,325.947,224.533,220.919,933.116,245.227,227.962,626.581,231.396,189.434,489.449,254.695,156.787,338.818
81,0,-49.7547,256.947,920.273,174.113,280.951,920.866,34.5476,91.6541,951.938,117.967,99.6835,949.576,,,,,,,,,,,,,,,,,,,,,,,,,-88.8218,181.898,911.317,-106.691,180.369,634.879,-88.6257,148.839,483.053,-109.225,104.476,325.993,224.525,220.931,933.077,245.216,227.957,626.587,231.292,189.45,489.472,254.668,156.752,338.85
82,0,-49.818,257.03,920.293,174.172,281,920.845,34.5424,91.6669,951.954,117.941,99.7001,949.64,,,,,,,,,,,,,,,,,,,,,,,,,-88.8573,181.999,911.302,-106.693,180.382,634.874,-88.631,148.837,483.05,-109.156,104.513,325.984,224.598,220.967,933.139,245.234,227.925,626.583,231.298,189.402,489.483,254.706,156.708,338.893
83,0,-49.7648,257.112,920.217,174.165,281.045,920.843,34.5271,91.7697,951.994,117.878,99.7561,949.616,,,,,,,,,,,,,,,,,,,,,,,,,-88.729,182.082,911.343,-106.696,180.384,634.87,-88.5959,148.818,483.14,-109.182,104.511,325.957,224.633,220.96,933.102,245.245,227.902,626.547,231.386,189.257,489.444,254.636,156.655,338.825
84,0,-49.7118,257.185,920.207,174.181,281.077,920.855,34.4879,91.8473,952.004,117.87,99.7742,949.637,,,,,,,,,,,,,,,,,,,,,,,,,-88.7909,182.167,911.309,-106.701,180.39,634.865,-88.6339,148.841,483.047,-109.178,104.51,325.962,224.589,220.989,933.102,245.233,227.862,626.605,231.349,189.166,489.396,254.572,156.616,338.884
85,0,-49.7334,257.267,920.223,174.215,281.107,920.843,34.6595,91.9642,952.189,117.905,99.8242,949.641,,,,,,,,,,,,,,,,,,,,,,,,,-88.8633,182.231,911.311,-106.693,180.485,634.877,-88.6231,148.841,483.055,-109.213,104.506,325.931,224.531,221.04,933.077,245.222,227.873,626.598,231.356,189.127,489.451,254.581,156.597,338.904
86,0,-49.6639,257.363,920.161,174.24,281.212,920.843,34.7128,91.9881,952.136,117.848,99.8942,949.706,,,,,,,,,,,,,,,,,,,,,,,,,-88.9302,182.3,911.366,-106.632,180.454,634.852,-88.6437,148.816,483.092,-109.163,104.508,325.979,224.535,221.091,933.128,245.222,227.874,626.562,231.351,189.099,489.441,254.62,156.557,338.952
87,0,-49.6508,257.439,920.179,174.213,281.255,920.817,34.623,92.0627,952.141,117.837,99.9128,949.719,,,,,,,,,,,,,,,,,,,,,,,,,-88.8782,182.357,911.343,-106.699,180.502,634.868,-88.6313,148.815,483.106,-109.185,104.5,325.963,224.555,221.123,933.146,245.219,227.871,626.56,231.358,189.038,489.475,254.584,156.51,338.92
88,0,-49.6096,257.502,920.181,174.224,281.295,920.824,34.6403,92.1596,952.149,117.88,99.9655,949.72,,,,,,,,,,,,,,,,,,,,,,,,,-88.8758,182.379,911.35,-106.705,180.512,634.859,-88.6301,148.873,482.973,-109.168,104.513,325.965,224.531,221.212,933.147,245.239,227.865,626.562,231.382,189.008,489.476,254.579,156.508,338.926
89,0,-49.5942,257.528,920.203,174.229,281.308,920.823,34.6792,92.2104,952.195,117.88,99.9861,949.71,,,,,,,,,,,,,,,,,,,,,,,,,-88.8857,182.444,911.457,-106.653,180.589,634.883,-88.5642,148.855,483.093,-109.187,104.527,326.017,224.551,221.234,933.196,245.23,227.866,626.561,231.407,188.997,489.493,254.568,156.507,338.909
90,0,-49.604,257.598,920.158,174.264,281.382,920.845,34.6544,92.3006,952.145,117.851,100.068,949.718,,,,,,,,,,,,,,,,,,,,,,,,,-88.9235,182.458,911.423,-106.664,180.601,634.869,-88.6454,148.819,483.091,-109.17,104.504,325.964,224.584,221.273,933.198,245.226,227.889,626.556,231.457,189.017,489.467,254.565,156.515,338.914
91,0,-49.5635,257.647,920.159,174.272,281.408,920.858,34.5527,92.2997,952.123,117.83,100.077,949.754,,,,,,,,,,,,,,,,,,,,,,,,,-88.9495,182.5,911.349,-106.652,180.604,634.876,-88.5689,148.857,483.089,-109.209,104.528,326.001,224.593,221.272,933.16,245.283,227.931,626.572,231.412,189.068,489.45,254.587,156.525,338.952
92,0,-49.5511,257.705,920.162,174.3,281.441,920.851,34.4946,92.3887,952.142,117.854,100.134,949.816,,,,,,,,,,,,,,,,,,,,,,,,,-88.8386,182.519,911.431,-106.644,180.616,634.885,-88.5931,148.912,483.065,-109.189,104.542,326.008,224.55,221.306,933.156,245.29,227.955,626.569,231.365,189.181,489.499,254.53,156.613,338.942
93,0,-49.5306,257.714,920.169,174.315,281.48,920.837,34.4934,92.4525,952.092,117.864,100.154,949.776,,,,,,,,,,,,,,,,,,,,,,,,,-88.8608,182.529,911.405,-106.649,180.632,634.88,-88.5955,148.915,483.061,-109.174,104.546,326.022,224.61,221.328,933.193,245.254,228.014,626.579,231.386,189.259,489.522,254.572,156.633,338.909
94,0,-49.5063,257.756,920.205,174.276,281.539,920.843,34.4695,92.4619,952.021,117.824,100.225,949.829,,,,,,,,,,,,,,,,,,,,,,,,,-88.856,182.603,911.485,-106.745,180.696,634.809,-88.581,148.892,483.132,-109.161,104.553,326.034,224.597,221.374,933.202,245.306,228.073,626.589,231.381,189.305,489.524,254.6,156.649,338.936
95,0,-49.5079,257.805,920.189,174.313,281.603,920.828,34.5019,92.5059,951.989,117.879,100.279,949.784,,,,,,,,,,,,,,,,,,,,,,,,,-88.917,182.628,911.427,-106.655,180.677,634.813,-88.5561,148.922,483.1,-109.161,104.595,326.085,224.658,221.405,933.219,245.288,228.151,626.544,231.462,189.359,489.447,254.663,156.674,338.953
96,0,-49.4704,257.802,920.173,174.345,281.631,920.866,34.5002,92.5478,951.98,117.894,100.307,949.762,,,,,,,,,,,,,,,,,,,,,,,,,-88.7231,182.637,911.603,-106.65,180.747,634.875,-88.567,148.926,483.086,-109.148,104.59,326.105,224.673,221.435,933.252,245.371,228.242,626.527,231.41,189.437,489.47,254.691,156.707,338.9
97,0,-49.4534,257.893,920.221,174.357,281.693,920.878,34.6151,92.6258,952.025,117.94,100.357,949.753,,,,,,,,,,,,,,,,,,,,,,,,,-88.6167,182.659,911.636,-106.652,180.792,634.928,-88.497,148.936,483.139,-109.195,104.585,326.061,224.654,221.525,933.253,245.411,228.26,626.46,231.388,189.494,489.505,254.685,156.726,338.886
98,0,-49.5075,257.937,920.22,174.36,281.805,920.839,34.4829,92.6609,951.926,117.946,100.367,949.747,,,,,,,,,,,,,,,,,,,,,,,,,-88.6347,182.682,911.614,-106.657,180.816,634.865,-88.5237,148.988,483.116,-109.141,104.552,326.012,224.63,221.565,933.205,245.429,228.307,626.487,231.546,189.455,489.466,254.673,156.781,338.89
99,0,-49.4504,257.92,920.223,174.359,281.843,920.838,34.525,92.727,951.915,117.982,100.403,949.746,,,,,,,,,,,,,,,,,,,,,,,,,-88.605,182.691,911.679,-106.63,180.813,634.948,-88.5021,148.97,483.189,-109.091,104.623,326.134,224.68,221.629,933.216,245.434,228.322,626.487,231.519,189.518,489.482,254.737,156.77,338.949
100,0,-49.4857,257.964,920.235,174.41,281.902,920.868,34.5343,92.8704,951.951,118.007,100.419,949.792,,,,,,,,,,,,,,,,,,,,,,,,,-88.5441,182.779,911.664,-106.627,180.828,634.948,-88.5129,148.97,483.179,-109.148,104.618,326.024,224.748,221.685,933.259,245.509,228.358,626.459,231.507,189.532,489.434,254.69,156.806,338.903
101,0,-49.4183,258.047,920.16,174.453,281.915,920.821,34.6883,92.9082,951.987,118.051,100.457,949.776,,,,,,,,,,,,,,,,,,,,,,,,,-88.5898,182.824,911.623,-106.494,180.836,634.917,-88.4052,148.965,483.125,-109.111,104.653,326.049,224.733,221.763,933.25,245.507,228.408,626.444,231.522,189.532,489.445,254.765,156.799,338.884
102,0,-49.4179,258.069,920.164,174.466,281.992,920.809,34.6529,93.075,952.12,118.099,100.521,949.774,,,,,,,,,,,,,,,,,,,,,,,,,-88.6048,182.852,911.603,-106.569,180.878,634.927,-88.4626,149.014,483.151,-109.079,104.594,325.992,224.773,221.858,933.295,245.477,228.481,626.439,231.564,189.58,489.486,254.749,156.829,338.922
103,0,-49.3955,258.174,920.194,174.484,282.018,920.808,34.441,93.097,951.928,118.103,100.542,949.761,,,,,,,,,,,,,,,,,,,,,,,,,-88.6814,182.914,911.465,-106.569,180.894,634.92,-88.4353,149.018,483.18,-109.052,104.65,326.056,224.806,221.885,933.242,245.48,228.509,626.429,231.477,189.668,489.407,254.85,156.836,338.918
104,0,-49.3416,258.233,920.197,174.523,282.064,920.814,34.6969,93.1779,952.115,118.147,100.596,949.732,,,,,,,,,,,,,,,,,,,,,,,,,-88.6909,182.951,911.458,-106.515,180.887,634.831,-88.3783,149.011,483.206,-109.071,104.638,326.047,224.84,221.921,933.242,245.497,228.515,626.427,231.59,189.624,489.413,254.806,156.871,338.892
105,0,-49.3264,258.246,920.195,174.538,282.098,920.817,34.8595,93.2152,952.179,118.171,100.617,949.782,,,,,,,,,,,,,,,,,,,,,,,,,-88.5298,182.991,911.64,-106.512,180.99,634.835,-88.3219,149.045,483.071,-109.013,104.686,326.018,224.886,221.919,933.181,245.579,228.56,626.429,231.468,189.812,489.418,254.826,156.895,338.87
106,0,-49.255,258.299,920.167,174.613,282.143,920.787,34.6848,93.298,952.121,118.232,100.696,949.762,,,,,,,,,,,,,,,,,,,,,,,,,-88.4297,183.049,911.655,-106.498,181.01,634.844,-88.3143,149.027,483.132,-109,104.671,326.085,225.28,221.873,933.653,245.591,228.583,626.427,231.679,189.657,489.428,254.828,156.878,338.826
107,0,-49.2539,258.302,920.178,174.644,282.161,920.773,34.6378,93.3035,952.007,118.238,100.726,949.769,,,,,,,,,,,,,,,,,,,,,,,,,-88.3279,183.076,911.738,-106.443,181.06,634.823,-88.3313,149.031,483.116,-109.004,104.7,326.027,225.287,221.914,933.645,245.594,228.609,626.419,231.685,189.667,489.392,254.836,156.905,338.87
108,0,-49.208,258.347,920.162,174.68,282.217,920.736,34.4992,93.3378,951.951,118.284,100.775,949.746,,,,,,,,,,,,,,,,,,,,,,,,,-88.5201,183.2,911.447,-106.439,181.076,634.822,-88.3356,149.057,483.172,-109.01,104.712,326.016,225.324,221.932,933.645,245.674,228.639,626.356,231.517,189.79,489.441,254.874,156.877,338.859
109,0,-49.153,258.403,920.195,174.773,282.266,920.805,34.6078,93.3845,951.99,118.336,100.843,949.722,,,,,,,,,,,,,,,,,,,,,,,,,-88.2605,183.244,911.691,-106.374,181.052,634.799,-88.2774,149.098,483.156,-109.066,104.711,326.062,225.34,221.971,933.613,245.749,228.636,626.374,231.695,189.669,489.39,254.928,156.9,338.928
110,0,-49.0862,258.411,920.107,174.808,282.323,920.773,34.5671,93.415,951.931,118.404,100.913,949.673,,,,,,,,,,,,,,,,,,,,,,,,,-88.3172,183.325,911.59,-106.317,181.112,634.776,-88.2935,149.099,483.139,-109.082,104.675,325.99,225.399,222.001,933.61,245.762,228.66,626.376,231.664,189.672,489.368,254.919,156.897,338.886
111,0,-49.0863,258.476,920.11,174.832,282.349,920.741,34.6603,93.4475,951.969,118.407,100.923,949.662,,,,,,,,,,,,,,,,,,,,,,,,,-88.323,183.401,911.512,-106.308,181.126,634.779,-88.2038,149.121,483.217,-108.989,104.753,326.048,225.42,222.044,933.629,245.837,228.71,626.385,231.659,189.709,489.363,254.91,156.905,338.931
112,0,-48.985,258.493,920.106,174.974,282.342,920.769,34.6365,93.4544,951.921,118.481,100.978,949.68,,,,,,,,,,,,,,,,,,,,,,,,,-88.3381,183.447,911.492,-106.237,181.21,634.824,-88.1178,149.152,483.201,-108.992,104.759,326.039,225.27,222.11,933.287,245.84,228.749,626.393,231.648,189.805,489.403,254.96,156.904,338.883
113,0,-48.9438,258.5,920.149,175.024,282.394,920.744,34.7354,93.4943,951.911,118.493,101.004,949.655,,,,,,,,,,,,,,,,,,,,,,,,,-88.261,183.484,911.605,-106.241,181.221,634.819,-88.0999,149.139,483.264,-108.981,104.772,326.036,225.3,222.121,933.275,245.861,228.767,626.391,231.774,189.738,489.318,254.956,156.923,338.874
114,0,-48.8855,258.542,920.149,175.017,282.402,920.715,34.8396,93.5623,951.985,118.549,101.074,949.618,,,,,,,,,,,,,,,,,,,,,,,,,-88.2795,183.551,911.521,-106.169,181.272,634.81,-88.121,149.167,483.189,-108.918,104.847,326.083,225.333,222.169,933.284,245.92,228.809,626.391,231.77,189.768,489.312,254.95,156.948,338.828
115,0,-48.8341,258.586,920.143,175.055,282.426,920.735,34.8382,93.5773,951.982,118.676,101.074,949.685,,,,,,,,,,,,,,,,,,,,,,,,,-88.2252,183.612,911.496,-106.162,181.286,634.812,-88.0277,149.223,483.201,-108.875,104.875,326.115,225.37,222.214,933.289,245.989,228.858,626.359,231.779,189.796,489.337,255.041,156.993,338.844
116,0,-48.8212,258.621,920.188,175.148,282.424,920.739,34.9001,93.6418,951.984,118.68,101.1,949.687,,,,,,,,,,,,,,,,,,,,,,,,,-88.2167,183.641,911.548,-106.109,181.332,634.79,-87.9149,149.306,483.296,-108.875,104.927,326.157,225.43,222.249,933.28,246.02,228.893,626.343,231.861,189.756,489.34,255.047,156.971,338.805
117,0,-48.7769,258.687,920.144,175.173,282.447,920.687,34.97,93.6408,951.865,118.717,101.152,949.69,,,,,,,,,,,,,,,,,,,,,,,,,-88.2449,183.659,911.414,-106.105,181.346,634.79,-87.8628,149.246,483.308,-108.807,104.986,326.092,225.446,222.277,933.254,246.059,228.935,626.386,231.805,189.875,489.329,255.059,156.992,338.802
118,0,-48.6702,258.748,920.161,175.218,282.476,920.676,35.0038,93.6443,951.862,118.786,101.223,949.644,,,,,,,,,,,,,,,,,,,,,,,,,-88.2439,183.734,911.343,-106.047,181.402,634.765,-87.8271,149.287,483.282,-108.799,104.985,326.138,225.542,222.293,933.25,246.088,228.95,626.33,231.888,189.822,489.32,255.043,157.003,338.81
119,0,-48.6411,258.763,920.21,175.229,282.487,920.675,35.0615,93.7157,951.878,118.8,101.246,949.591,,,,,,,,,,,,,,,,,,,,,,,,,-87.9659,183.775,911.601,-106.02,181.458,634.781,-87.7465,149.31,483.337,-108.759,104.995,326.179,225.574,222.324,933.231,246.147,228.996,626.351,231.884,189.876,489.299,255.039,157.02,338.83
120,0,-48.5528,258.825,920.156,175.322,282.484,920.701,35.1869,93.7352,951.981,118.853,101.315,949.565,,,,,,,,,,,,,,,,,,,,,,,,,-87.9122,183.86,911.537,-106.005,181.469,634.793,-87.7405,149.33,483.333,-108.71,105.003,326.185,225.609,222.378,933.188,246.181,229.054,626.286,231.989,189.796,489.287,255.066,157.047,338.837
121,0,-48.5008,258.88,920.158,175.358,282.551,920.732,35.2485,93.8135,951.996,118.927,101.296,949.616,,,,,,,,,,,,,,,,,,,,,,,,,-87.8475,183.846,911.517,-105.985,181.491,634.806,-87.7077,149.368,483.419,-108.815,104.981,326.104,225.642,222.426,933.174,246.257,229.072,626.299,231.851,189.913,489.32,255.067,157.081,338.806
122,0,-48.455,258.875,920.159,175.395,282.583,920.68,35.2548,93.83,951.997,118.968,101.358,949.613,,,,,,,,,,,,,,,,,,,,,,,,,-87.4709,183.855,911.785,-105.889,181.479,634.756,-87.7634,149.378,483.361,-108.703,105.04,326.125,225.764,222.421,933.193,246.244,229.09,626.306,232.06,189.773,489.268,255.151,157.054,338.833
123,0,-48.3955,258.933,920.16,175.482,282.629,920.66,35.28,93.867,951.915,119.008,101.369,949.581,,,,,,,,,,,,,,,,,,,,,,,,,-87.584,183.962,911.663,-105.885,181.49,634.756,-87.6811,149.42,483.368,-108.706,105.055,326.104,225.791,222.476,933.175,246.312,229.136,626.336,232.037,189.795,489.258,255.155,157.037,338.792
124,0,-48.3793,258.97,920.203,175.504,282.64,920.642,35.2898,93.8785,951.922,119.055,101.42,949.57,,,,,,,,,,,,,,,,,,,,,,,,,-87.4576,183.932,911.816,-105.822,181.534,634.743,-87.6718,149.429,483.374,-108.743,105.038,326.086,225.843,222.505,933.098,246.37,229.14,626.33,231.988,189.887,489.222,255.129,157.046,338.773
125,0,-48.3777,258.971,920.16,175.598,282.645,920.624,35.4654,93.9155,951.982,119.133,101.395,949.581,,,,,,,,,,,,,,,,,,,,,,,,,-87.3137,183.946,911.763,-105.757,181.498,634.721,-87.5852,149.403,483.363,-108.704,105.06,326.104,225.927,222.527,933.068,246.4,229.188,626.381,232.018,189.885,489.234,255.143,157.029,338.792
126,0,-48.3093,259.048,920.199,175.598,282.663,920.622,35.5702,93.8747,951.966,119.175,101.452,949.58,,,,,,,,,,,,,,,,,,,,,,,,,-87.4075,183.96,911.665,-105.689,181.541,634.713,-87.5179,149.448,483.351,-108.657,105.096,326.058,225.971,222.521,933.075,246.394,229.199,626.389,232.001,189.903,489.222,255.205,157.048,338.79
